SERIAL,SERIAL2,NEW/REN/MOD/DUP/STORAGE,LIC_PER_NO,CALLSIGN,FORMNO,OWNER,DATEPAID,DATEISS,EFFDATE,EXPDATE,OR#,STNLOC,MAKE,TYPE,CLASS,REMARKS,REMARKS2,REMARKS3,REMARKS4,CMMNPOINT,STPUROKBGY,TOWNCITY,PROVINCE,TOOPERATE,E-LONG,N-LAT,TXFREQ,RXFREQ,TXFREQ2,RXFREQ2,TXFREQ3,RXFREQ3,TXFREQ4,RXFREQ4,TXFREQ5,RXFREQ5,TXFREQ6,RXFREQ6,TXFREQ7,RXFREQ7,TXFREQ8,RXFREQ8,SIMPLEX1,SIMPLEX2,SIMPLEX3,SIMPLEX4,SIMPLEX5,SIMPLEX6,SIMPLEX7,SIMPLEX8,SIMPLEX9,SIMPLEX10,SIMPLEX11,SIMPLEX12,SIMPLEX13,SIMPLEX14,SIMPLEX15,NATURE,HOURS,BW/EMISSION,Dir,ANTHGT,ANTTYPE,ANTDB,AUTHPOWER,FREQRANGE,AMOUNT,LICFEE,INSPFEE,MODFEE,SUF,CP,FF,PPUR,PPOSSES,SURCHARGE,REGFEE,DUP,DOC STAMP TAX,BARNAME,INSPDATE
24PH0104229,,REN,P-MM-03104-24,4DDQ-6934a,NRSL-MM-0721-24,"NORTHERN MINDANAO COLLEGES, INC.",06/02/2025,06/02/2025,06/03/2025,06/02/2026,1459983,PORTABLE,CIGNUS,UV86,P,-MUST BE OPERATED BY RLMOP HOLDER.,-Subject for inspection at any reasonable date and time.,,,Within Cabadbaran City and nearby vicinities.,"Brgy. 12,","Cabadbaran City,",Agusan del Norte,a private Portable radio.,,,169.1375,169.1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3E,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,11220,240,240,0,16,0,0,0,0,0,0,0,30,/KIM,
13008745-6,,REN,P-MM-03143-24,4DDQ-6943d,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13009059-9,,REN,P-MM-03149-24,4DDQ-6945b,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13009060-3,,REN,P-MM-03145-24,4DDQ-6944b,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13009058-2,,REN,P-MM-03146-24,4DDQ-6944c,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13009057-5,,REN,P-MM-03147-24,4DDQ-6944d,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13009056-8,,REN,P-MM-03148-24,4DDQ-6945a,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13008833-2,,REN,P-MM-03150-24,4DDQ-6945c,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13009055-1,,REN,P-MM-03151-24,4DDQ-6945d,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13009054-4,,REN,P-MM-03152-24,4DDQ-6946a,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13009053-7,,REN,P-MM-03153-24,4DDQ-6946b,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13008743-2,,REN,P-MM-03142-24,4DDQ-6943c,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13008835-6,,REN,P-MM-03141-24,4DDQ-6943b,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13009052-0,,REN,P-MM-03154-24,4DDQ-6946c,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13008831-8,,REN,P-MM-03133-24,4DDQ-6941b,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13008742-5,,REN,P-MM-03140-24,4DDQ-6943a,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13009051-3,,REN,P-MM-03130-24,4DDQ-6940c,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13008832-5,,REN,P-MM-03132-24,4DDQ-6941a,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13008834-9,,REN,P-MM-03134-24,4DDQ-6941c,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13008746-3,,REN,P-MM-03135-24,4DDQ-6941d,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13008747-0,,REN,P-MM-03136-24,4DDQ-6942a,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13008748-7,,REN,P-MM-03137-24,4DDQ-6942b,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13008744-9,,REN,P-MM-03144-24,4DDQ-6944a,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13008750-8,,REN,P-MM-03138-24,4DDQ-6942c,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13008749-4,,REN,P-MM-03139-24,4DDQ-6942d,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
13008741-8,,REN,P-MM-03131-24,4DDQ-6940d,NRSL-MM-0723-24,PLATINUM GROUP METALS CORPORATION,08/12/2025,08/13/2025,06/03/2025,06/02/2026,1478409,PORTABLE,ICOM,IC-V86,P,-MUST BE OPERATED BY AT LEAST RLMOP HOLDER.,-Renewal of this license should be filed Sixty (60) days before the expiration.,,,"Within Brgy. Cagdianao, Claver, Surigao del Norte and vicinities.","Sitio Kinalablabanan, Brgy. Cagdianao,","Claver,",Surigao del Norte,a private Portable radio.,,,137.700,137.700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3EJN,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,15314,240,240,0,8,0,0,0,0,120,0,0,30,/SHEI,
130028/130021,,REN,RPTR-MM-00039-13,4GT-59a,1226935,"FATHER SATURNINO URIOS UNIVERSITY (FSUU), INC.",05/05/2025,05/05/2025,06/05/2025,06/04/2026,1374668,"Corner J.C. Aquino - San Francisco St., Butuan City.",CIGNUS,CG-818,RPTR,-Renewal of this license should be filed Sixty (60) days before the expiration.,-Subject for inspection at any reasonable date and time.,-Supersedes RSL form no. 1104200,,Within Butuan City and vicinities.,"San Francisco St.,","Butuan City,",Agusan del Norte,a private REPEATER radio.,"125° - 41' - 39.5""","09° - 45' - 40.3""",149.275,151.775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3E,-ND,-,-OMNI (Diamond CP-22),-3.0 dB,0.050,136 - 174 MHz.,15104,1320,480,0,0,0,0,0,0,0,0,0,30,/KIM,
W8012120108,,MOD,P-MM-02533-13,DVM-9673,NRSL-MM-0011-18,"FATHER SATURNINO URIOS UNIVERSITY (FSUU), INC.",05/26/2025,05/26/2025,05/26/2025,06/04/2026,1374681,PORTABLE,CIGNUS,W-80,P,-MODIFICATION due to change of equipment.,-Subject for inspection at any reasonable date and time.,,,Within Butuan City and vicinities via RPTR 4GT-59a.,"San Francisco St.,","Butuan City,",Agusan del Norte,a private Portable radio.,,,151.775,149.275,142.350,142.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3E,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,606,720,240,0,32,0,0,0,0,0,0,0,30,/KIM,
W8012120191,,MOD,P-MM-02525-13,DVM-9665,NRSL-MM-0011-18,"FATHER SATURNINO URIOS UNIVERSITY (FSUU), INC.",05/26/2025,05/26/2025,05/26/2025,06/04/2026,1374681,PORTABLE,CIGNUS,W-80,P,-MODIFICATION due to change of equipment.,-Subject for inspection at any reasonable date and time.,,,Within Butuan City and vicinities via RPTR 4GT-59a.,"San Francisco St.,","Butuan City,",Agusan del Norte,a private Portable radio.,,,151.775,149.275,142.350,142.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3E,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,606,720,240,0,32,0,0,0,0,0,0,0,30,/KIM,
W8012120192,,MOD,P-MM-02526-13,DVM-9666,NRSL-MM-0011-18,"FATHER SATURNINO URIOS UNIVERSITY (FSUU), INC.",05/26/2025,05/26/2025,05/26/2025,06/04/2026,1374681,PORTABLE,CIGNUS,W-80,P,-MODIFICATION due to change of equipment.,-Subject for inspection at any reasonable date and time.,,,Within Butuan City and vicinities via RPTR 4GT-59a.,"San Francisco St.,","Butuan City,",Agusan del Norte,a private Portable radio.,,,151.775,149.275,142.350,142.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3E,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,606,720,240,0,32,0,0,0,0,0,0,0,30,/KIM,
W8012120193,,MOD,P-MM-02528-13,DVM-9668,NRSL-MM-0011-18,"FATHER SATURNINO URIOS UNIVERSITY (FSUU), INC.",05/26/2025,05/26/2025,05/26/2025,06/04/2026,1374681,PORTABLE,CIGNUS,W-80,P,-MODIFICATION due to change of equipment.,-Subject for inspection at any reasonable date and time.,,,Within Butuan City and vicinities via RPTR 4GT-59a.,"San Francisco St.,","Butuan City,",Agusan del Norte,a private Portable radio.,,,151.775,149.275,142.350,142.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3E,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,606,720,240,0,32,0,0,0,0,0,0,0,30,/KIM,
W8012120194,,MOD,P-MM-02527-13,DVM-9667,NRSL-MM-0011-18,"FATHER SATURNINO URIOS UNIVERSITY (FSUU), INC.",05/26/2025,05/26/2025,05/26/2025,06/04/2026,1374681,PORTABLE,CIGNUS,W-80,P,-MODIFICATION due to change of equipment.,-Subject for inspection at any reasonable date and time.,,,Within Butuan City and vicinities via RPTR 4GT-59a.,"San Francisco St.,","Butuan City,",Agusan del Norte,a private Portable radio.,,,151.775,149.275,142.350,142.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3E,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,606,720,240,0,32,0,0,0,0,0,0,0,30,/KIM,
W80121202200,,MOD,P-MM-02529-13,DVM-9669,NRSL-MM-0011-18,"FATHER SATURNINO URIOS UNIVERSITY (FSUU), INC.",05/26/2025,05/26/2025,05/26/2025,06/04/2026,1374681,PORTABLE,CIGNUS,W-80,P,-MODIFICATION due to change of equipment.,-Subject for inspection at any reasonable date and time.,,,Within Butuan City and vicinities via RPTR 4GT-59a.,"San Francisco St.,","Butuan City,",Agusan del Norte,a private Portable radio.,,,151.775,149.275,142.350,142.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3E,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,606,720,240,0,32,0,0,0,0,0,0,0,30,/KIM,
602753707,,MOD,P-MM-04069-25,DVM-9676,NRSL-MM-0011-18,"FATHER SATURNINO URIOS UNIVERSITY (FSUU), INC.",05/26/2025,05/26/2025,05/26/2025,06/04/2026,1374681,PORTABLE,ICOM,IC-V80,P,-MODIFICATION due to change of equipment.,-Subject for inspection at any reasonable date and time.,,,Within Butuan City and vicinities via RPTR 4GT-59a.,"San Francisco St.,","Butuan City,",Agusan del Norte,a private Portable radio.,,,151.775,149.275,142.350,142.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3E,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,606,720,240,0,32,0,0,0,0,0,0,0,30,/KIM,
W8012120184,,MOD,P-MM-02523-13,DVM-9663,NRSL-MM-0011-18,"FATHER SATURNINO URIOS UNIVERSITY (FSUU), INC.",05/26/2025,05/26/2025,05/26/2025,06/04/2026,1374681,PORTABLE,CIGNUS,W-80,P,-MODIFICATION due to change of equipment.,-Subject for inspection at any reasonable date and time.,,,Within Butuan City and vicinities via RPTR 4GT-59a.,"San Francisco St.,","Butuan City,",Agusan del Norte,a private Portable radio.,,,151.775,149.275,142.350,142.350,,,,,,,,,,,,,,,,,,,,,,,,,,,,CV,H-24,16K0F3E,-ND,-,-Rubber Duckie,-Unity,0.005,136 - 174 MHz.,606,720,240,0,32,0,0,0,0,0,0,0,30,/KIM,
